Speaker,Utterance,File_ID
A,<ds>um</ds> that sounds nice,929
B,kind of away from the crowd,929
A,<ds>uh-huh</ds>,929
B,is why we chose that one,929
B,it,929
A,<ds>oh</ds>,929
B,supposedly low lift lines,929
B,but I have n't skied Utah yet but I want to,929
A,<ds>oh</ds> <ds>well</ds> you need to come out,929
B,I like to go to Sundance and Park City,929
A,<ds>uh-huh</ds>,929
B,and some of those,929
B,I understand Deer Valley is nice too,929
A,Deer Valley <ds>uh-huh</ds>,929
A,<ds>yeah</ds> they are it wonderful snow,929
B,<ds>well</ds> how about you what what magazines do you have at home,929
A,<ds>uh</ds> I am currently taking DECORATIVE WOODWORKING and <ds>uh</ds> COUNTRY LIVING and let see we do have NATIONAL GEOGRAPHIC and then we have some church magazines but I really enjoy the DECORATIVE WOODWORKING,929
A,I heavy into woodworking and tole painting and things like that so,929
B,<ds>oh</ds> <ds>okay</ds>,929
A,the DECORATIVE WOODWORKING has just been a great great help,929
B,does it have <ds>uh</ds> articles on how to do things,929
A,<ds>uh-huh</ds>,929
B,as well as equipment that you can buy and so forth,929
A,<ds>uh-huh</ds> they do have <ds>uh</ds> mostly they have <ds>uh</ds> the ads on the equipment but the whole magazine is just filled with <ds>uh</ds> pictures and projects that you can make yourself and then it has all of the patterns and instructions that you would need to make a wood project and and then how to paint it with the tole paintings and so it really a fun one,929
A,I like that,929
B,<ds>well</ds> that good,929
B,it good to get use out of one,929
A,<ds>uh-huh</ds>,929
B,I not sure that <ds>um</ds> in the case of NATIONAL GEOGRAPHIC I mean I read it but then they just sort of gather dust for a,929
A,<ds>uh-huh</ds>,929
B,long period of time but then eventually there be a school project or something where my son will need to refer back through forty-eight back issues to find,929
A,<ds>uh-huh</ds>,929
B,you know France or something or whatever it is,929
A,<ds>yeah</ds>,929
B,he looking for,929
A,<ds>yes</ds>,929
A,I I noticed that too but they have been nice to have around,929
A,every once in a while they come in handy,929
B,I used to take SMITHSONIAN,929
A,<ds>oh</ds>,929
B,too I liked that magazine,929
A,<ds>uh-huh</ds>,929
B,but it was I was just found myself not ever getting around to reading it,929
A,<ds>oh</ds>,929
A,<ds>uh</ds>,929
B,you get so many coming in and by the time the next round comes in I still not through reading the first round,929
A,<ds>oh</ds> that,929
B,<ds>oh</ds> SCIENTIFIC AMERICAN comes to our house too I forgot and that,929
A,<ds>oh</ds>,929
B,mostly my son but,929
A,<ds>uh-huh</ds>,929
B,but I do read it too,929
A,<ds>oh</ds> <ds>well</ds> that sounds like,929
B,and he takes GAMES MAGAZINE,929
A,<ds>uh-huh</ds>,929
B,GAME MAGAZINE which has puzzles and things,929
A,<ds>oh</ds>,929
B,that he likes to solve you know crosswords and various logic puzzles and things like that,929
A,<ds>uh-huh</ds>,929
B,he likes to try that so,929
B,he does <ds>uh</ds> does get to be a lot of paper though after a while,929
A,<ds>uh-huh</ds>,929
B,if you do n't keep them weeded out they almost take over,929
A,they do they can do that,929
A,I found that they been fun for my little girls they five and four years old and they like to go through and,929
B,<ds>oh yeah</ds> they just kind of getting started now,929
A,<ds>uh-huh</ds>,929
A,they like to cut the pictures out and paste them on and so we found good use for those,929
B,mine is a senior in high school so he we kind of at the end of that trail,929
A,<ds>oh</ds>,929
B,you just,929
A,<ds>oh</ds>,929
B,sort of beginning,929
A,<ds>uh-huh</ds>,929
B,to think about first grade,929
A,<ds>yeah</ds> it fun,929
A,<ds>well</ds> I do have a boy in junior high too so,929
B,<ds>oh</ds> <ds>okay</ds> so you got a little bit of a gap there between,929
A,so we kind of running the gamut,929
A,<ds>yeah</ds>,929
A,<ds>okay</ds> what do you do artistic painting,932
B,<ds>uh</ds> I do tole painting,932
A,<ds>oh</ds> you do,932
B,<ds>uh-huh</ds> I really love the tole painting,932
B,<ds>uh</ds> I have n't done any of the oil or watercolor,932
B,I would like to learn that someday but right now my passion is tole painting,932
A,do you do a lot of it,932
B,<ds>uh-huh</ds>,932
A,I I took one class about I guess three or four years ago and I done a little <ds>uh</ds>,932
B,<ds>oh</ds>,932
A,but it takes a lot of time,932
B,it does it is real time consuming and,932
A,d do you sell your projects,932
B,<ds>uh</ds> mostly I have just given them away as gifts,932
A,<ds>uh-huh</ds>,932
B,<ds>uh</ds> I done <ds>uh</ds> perpetual calendars and cookie jar lids and <ds>oh</ds> on and on you know just things like that but,932
A,<ds>uh-huh</ds>,932
B,<ds>uh</ds> I would eventually like to make enough to sell and quit my job,932
A,where do you work at,932
B,I just work at Stop and Shop out there in in Ogden so,932
A,now do you ever send any of your stuff to the boutique,932
B,<ds>no</ds> I wanted to do that <ds>uh</ds> but just have n't just have n't mass produced enough to do that,932
A,<ds>uh-huh</ds>,932
B,so I have five children of my own so it,932
A,that keeps you busy,932
B,they they keep me busy and tole painting is just a you know something I do in my spare time so,932
A,<ds>uh-huh</ds>,932
A,have you tried any of the well do you cut out your own projects,932
B,<ds>yes</ds> <ds>uh-huh</ds> I have my own saws and so I really enjoy doing that,932
A,<ds>huh</ds>,932
A,do you <ds>uh</ds> ever spray your projects with the I mean a base coat first or do you brush it on,932
B,I brush it on <ds>yeah</ds> I have n't tried a a spray varnish,932
B,I use just a wood sealer,932
A,<ds>uh-huh</ds>,932
B,<ds>yeah</ds>,932
A,I just bought a spray gun one of those airless <ds>uh</ds> not airless high volume low pressure spray guns,932
B,<ds>oh</ds> <ds>uh-huh</ds>,932
A,and I do a lot of woodworking and,932
B,do you,932
A,that what I bought it for,932
B,<ds>oh</ds>,932
A,but I have n't used it yet,932
B,<ds>oh</ds> <ds>well</ds> that that probably give you a smoother finish would n't it,932
A,<ds>yeah</ds>,932
B,<ds>oh</ds>,932
A,<ds>yeah</ds>,932
B,now what type of woodworking do you do,932
A,<ds>uh</ds> fine furniture,932
B,<ds>oh</ds>,932
A,<ds>yeah</ds>,932
B,do you,932
A,that why I brought bought the sprayer,932
B,<ds>oh</ds>,932
A,is to finish my projects,932
A,that my worst worst part of my woodworking,932
A,I get so sick of making,932
B,<ds>oh</ds> but it hard to finish it <ds>huh</ds>,932
A,<ds>yeah</ds> but spraying does put on a nicer finish,932
B,<ds>oh</ds> <ds>well</ds> that is interesting,932
B,so what kind of equipment do you have,932
A,for woodworking,932
B,<ds>uh-huh</ds>,932
A,<ds>uh</ds> let me see table saw scroll saw band saw lathe routers and about it,932
B,boy it sounds like you really into it,932
B,that is nice,932
A,<ds>yeah</ds> <ds>it is</ds>,932
B,<ds>yeah</ds> I I just have a scroll saw and a jig saw and I am really anxious to get a band saw and a router,932
A,<ds>yeah</ds> the band saw is really nice,932
A,I have an Inca,932
A,I do n't know if you ever heard of those,932
B,<ds>oh</ds>,932
A,but it nice to have the right equipment,932
B,<ds>yeah</ds> that is that makes it easier does n't it,932
A,<ds>uh-huh</ds>,932
B,<ds>well</ds> have you sold any of your furniture or,932
A,<ds>uh</ds>,932
B,just,932
A,not mostly I do like you do give it away as gifts,932
B,<ds>uh-huh</ds>,932
A,but,932
B,<ds>yeah</ds>,932
A,making my own furniture,932
B,<ds>oh</ds> that interesting,932
B,do you <ds>uh</ds> did you take classes to learn how to do that,932
A,<ds>uh</ds> just in junior high,932
B,<ds>uh-huh</ds>,932
A,and then I just kept on through high school and then got my own equipment kept up with that,932
B,<ds>oh</ds> so yours is mostly just a hobby too then,932
A,<ds>yeah</ds>,932
B,<ds>oh</ds>,932
A,<ds>yeah</ds>,932
B,<ds>well</ds> that is interesting,932
B,<ds>oh</ds> I would I really would love to go take a class in woodworking and learn how to,932
B,I do n't know if I necessarily want to do furniture but mostly <ds>uh</ds> just,932
A,like,932
B,do more,932
A,the shelves and,932
B,<ds>uh-huh</ds> the woodworking,932
A,for your,932
B,<ds>uh</ds>,932
A,tole painting,932
B,<ds>yeah</ds>,932
B,<ds>yeah</ds> so it fun,932
A,good,932
A,<ds>well</ds> I guess I let you go now,932
B,<ds>well</ds> they come on we supposed to talk until they come on and,932
A,<ds>oh</ds> they do,932
B,tell us,932
A,<ds>okay</ds> so this is my first one,932
A,you probably a veteran,932
B,<ds>yeah</ds>,932
A,at this,932
B,<ds>well</ds> it has it has been really fun,932
B,I enjoyed this,932
B,<ds>uh</ds> like I say I made a couple of calls to Texas and,932
A,<ds>uh-huh</ds>,932
B,just talked to all different kinds of people so I think you enjoy doing it,932
A,<ds>yeah</ds>,932
B,it fun,932
A,sounds fun,932
A,where do you buy your tole painting paints at around here,932
B,<ds>uh</ds> you know there a shop in Roy that I really love,932
B,<ds>uh</ds> and it there by the Copper Mill restaurant used to be the Hayloft,932
A,I am not famil well we live in Roy but we haven- is it on nineteen hundred,932
B,<ds>uh-huh</ds>,932
B,<ds>uh</ds> let see I trying to think of the name,932
A,I know where fifty-six hundred south is,932
B,<ds>uh</ds> I do n't right off,932
A,is that Ben Franklin then,932
A,do you have a P C,934
B,<ds>yes</ds> I have a Macintosh S E thirty,934
A,<ds>uh-huh</ds>,934
A,<ds>yeah</ds> a lot of my friends are into Macintoshes,934
A,I have a <ds>um</ds> P C a I B M P C myself,934
B,<ds>uh-huh</ds>,934
A,a two eighty-six,934
A,I probably eventually going to get a three eighty-six,934
A,<ds>um</ds>,934
B,what do you use yours for mostly,934
A,<ds>um</ds> mostly <ds>um</ds> word processing applications and <ds>uh</ds> just as a dumb terminal,934
B,<ds>uh-huh</ds>,934
A,<ds>um</ds> but I <ds>um</ds> I think eventually I start using it for spreadsheets and things like that,934
A,<ds>um</ds> what do you find that you use yours mostly for,934
B,<ds>well</ds> I do a lot of word processing and spreadsheets and data base and <ds>uh</ds> about the only thing I am <ds>uh</ds> I just starting to get into <ds>uh</ds> a little bit more communications now,934
B,I just today ordered a fax modem so I be able to,934
A,<ds>uh-huh</ds>,934
B,send and receive faxes right over there without using you know you do n't have to make a hard copy that way,934
A,<ds>uh-huh</ds>,934
B,<ds>uh</ds> are you using windows,934
A,<ds>no</ds> I I think I I planning on like moving up getting a three eighty-six before I move up to windows,934
B,<ds>uh-huh</ds>,934
A,although you know I do like the the graphical user environment,934
B,<ds>uh-huh</ds>,934
B,<ds>well</ds> it getting to be more and more like a Macintosh,934
A,<ds>yeah</ds> it <ds>um</ds> I want I want to be able MUMBLEx I just want it more for multi tasking which I suppose is also like a Macintosh,934
B,<ds>uh-huh</ds>,934
A,<ds>uh</ds>,934
B,<ds>well</ds> the one thing I used to use a <ds>uh</ds> I never used an I B M actually,934
B,I used to use a just an Apple two E which <ds>of course</ds> is,934
A,<ds>uh-huh</ds>,934
B,looks pretty primitive now,934
A,<ds>yeah</ds> that what I learned a lot of languages on was an Apple two E in my high school,934
B,but I do n't have any <ds>uh</ds> any real programming capabilities on my <ds>uh</ds> Mac right now,934
A,<ds>uh-huh</ds>,934
B,I do n't have <ds>uh</ds> any compilers,934
A,<ds>uh-huh</ds>,934
B,so I <ds>uh</ds>,934
A,<ds>well</ds> do you use your computer for <ds>um</ds> just things around the house or in the MUMBLEx,934
B,I use it in my business,934
A,<ds>well</ds> see what do you do,934
B,I <ds>uh</ds> do <ds>uh</ds> consultation and and testing of various kinds for <ds>uh</ds> English as a second language programs,934
A,<ds>oh</ds> <ds>wow</ds>,934
A,<ds>um</ds> and <ds>uh</ds> are these like <ds>uh</ds> do these programs <ds>um</ds> are are they based on on a on a <ds>um</ds> other language or are they based are they based like a lot of the <ds>um</ds> you know a lot of the English as a second language classes will have people from all sorts of you know parts of the world and the teacher just tries to tries to teach English you know through natural understanding,934
B,that <ds>uh</ds> <ds>exactly</ds> what <ds>yeah</ds> that the kind of thing I working with exactly,934
A,<ds>uh-huh</ds>,934
B,you seem to be <ds>uh</ds> better informed than the average person on that,934
A,<ds>well</ds> it was just <ds>uh</ds> when I was high school I worked for the community school and they had a English second language class and it always seemed strange to me that you know all these all these people that you know spoke English not too well and spoke you know a variety of different languages were all being taught at the same time,934
B,<ds>uh-huh</ds>,934
A,I imagine it a lot harder on a computer because you have to you know you do n't have as many cues you ca n't do n't have hand gestures and things like that,934
B,<ds>right</ds>,934
B,<ds>well</ds> now we <ds>uh</ds> what I use a computer for is to write materials that,934
A,<ds>uh-huh</ds>,934
B,are later printed though,934
B,most of the stuff that I do is not <ds>uh</ds> interactive,934
A,<ds>uh-huh</ds>,934
B,and I use it for t- <ds>uh</ds> data analysis on testing so,934
A,<ds>uh</ds> to see how well they retain the vocabulary and things like that,934
B,<ds>well</ds> just actually just <ds>uh</ds> item analysis statistical analysis of the tests <ds>uh</ds>,934
A,<ds>uh-huh</ds>,934
B,you know when you write a test you have to look at some data from it and see how the different questions are performing,934
A,<ds>uh-huh</ds>,934
B,and find out which ones are discriminating well and which ones are n't,934
A,<ds>uh-huh</ds>,934
B,find out how reliable the test is you try correlate it with other tests and things of that sort,934
